Kepler-107 d,7.958203,19.80188055555026,48.20861111111111,15393.628799999999,2454970.79968
Kepler-427 b,10.290994,19.21697194443809,43.70486111111111,15456.960000000001,2454970.02207
WASP-14 b,2.243752,14.55176527778308,21.8946944448683,11016,2454463.57583
Kepler-50 b,7.8125124,19.20672694418165,50.03372222221559,15278.025599999999,2455005.63186
Kepler-20 b,3.6961219,19.17986777729458,42.33869444423252,7853.37984,2454967.50027
HAT-P-27 b,3.039577,14.85116361114714,5.947361111111111,6048.000000000001,2455407.9088
Kepler-181 b,3.137873,19.7434305551317,50.09581111060249,6796.80288,2454966.5556199998
Kepler-207 b,1.611865,19.33536944442325,42.16604999966091,10796.3712,2454966.57041
Kepler-11 c,13.0241,19.80767277770572,41.90911111089918,16358.3712,2455583.3494
WASP-21 b,4.322482,23.16618166711595,18.39605555534363,12078.720000000001,2454743.0419
Kepler-284 c,37.514456,19.54309999995762,47.72965000046624,19267.2,2455022.30068
Kepler-186 c,7.267302,19.91018055597941,43.95501944435968,8326.800000000001,2455007.3142
Kepler-239 b,11.763051,19.61348055521647,40.66341111077202,10436.4288,2455013.93614
Kepler-174 b,13.98179,19.16261111153496,43.83208888901605,10576.8288,2455014.97351
Kepler-440 b,101.11141,19.02333055549198,41.45219444447094,28620,2455756.2986
Kepler-224 d,11.349393,19.39561944431729,47.35760000016954,11210.4,2454967.31602
Kepler-389 c,14.51143,19.46400000042386,44.90001944444452,10681.2,2454976.86026
Kepler-254 c,12.412183,19.21098055521647,45.81651111072964,12103.1712,2454975.53938
Kepler-236 c,23.968127,18.92443055576748,39.89808055559794,14997.571199999998,2455019.2169
WASP-25 b,3.764825,13.02399277793037,-27.52219444433848,10022.4,2455274.99649
Kepler-186 d,13.342996,19.91018055597941,43.95501944435968,10074.24,2455009.9045
Kepler-359 c,57.68802,19.55291111098396,42.19635000016954,14979.6,2454972.94136
Kepler-211 c,6.04045,19.02928055551317,43.16848055561383,7390.80288,2455005.59435
Kepler-294 c,6.6264,19.15946944448683,46.05931111123827,11430.0288,2455016.98818
Kepler-263 c,47.332773,19.4979805554284,37.5677888888783,11048.4,2454984.4095
Kepler-349 b,5.929778,19.5784305551317,44.61558055559794,8510.4,2454968.49118
Kepler-361 b,8.486616,19.78690000004239,46.74114999983046,18633.6288,2454971.01734
Kepler-318 c,11.815007,19.89885000016954,46.79361944410536,9201.6,2454966.08965
Kepler-372 b,6.849692,19.4170805555582,49.25895000033908,14832.028799999998,2454967.68069
Kepler-197 e,25.209715,19.6817611111535,50.55898055606418,22672.8288,2454987.41342
Kepler-405 c,29.726682,19.42729999966092,38.34001944435968,5522.402880000001,2456560.20398
Kepler-104 d,51.755394,19.17363888899486,42.16678055555456,26874.0288,2455104.08611
Kepler-26 d,3.543919,18.99606944402059,46.5665388891432,7243.19712,2454969.25903
Kepler-159 b,10.139623,19.80468055566152,40.8687888888518,9691.2288,2455011.44948
Kepler-32 f,0.74296,19.85616027779049,46.57424999978807,3369.6,2454965.54
WASP-103 b,0.925542,16.6209916665819,7.183352777777861,9334.8288,2456459.59957
Kepler-221 e,18.369917,19.77698055585225,46.83526944438616,8082.002880000001,2454964.86048
Kepler-256 c,3.38802,19.50536111089918,46.09738888846503,9460.8,2455003.53221
Kepler-276 b,14.12841,19.57121111128065,39.03631944444444,13438.828800000001,2454975.89515
Kepler-264 c,140.101261,19.46963888883591,37.37623888863457,64558.771199999996,2455049.22078
Kepler-143 b,16.007583,19.87118055555555,49.41260000016954,4078.79712,2454975.63677
Kepler-189 c,20.134866,19.17098055548138,44.305,12834.0288,2455004.36552
Kepler-62 b,5.714932,18.88084972169664,45.34986111111111,8316,2455003.9189
Kepler-281 b,14.646008,19.6072111108568,44.77070000012716,22654.7712,2454969.51691
Kepler-196 c,47.427737,18.99789999961853,42.07919999970331,18410.371199999998,2455049.55425
Kepler-238 c,6.155557,19.19313888867696,40.63781944433848,17413.2288,2454967.82322
Kepler-49 c,10.9129343,19.48630583339267,40.59177777767182,10287.7344,2455002.84919
Kepler-55 c,42.1516418,19.01122250027127,44.02644444465637,18925.056,2454971.99284
WASP-19 b,0.78884,9.894465833240085,-45.65916666666666,5659.2,2455168.96801
Kepler-310 d,92.876125,19.2559611108568,46.98673888895247,25653.6288,2454978.92567
Kepler-204 c,25.660593,19.02315000004238,41.76191944440206,15778.800000000001,2454988.15165
Kepler-26 b,12.282356,18.99606638908386,46.56652777777777,10152,2454978.8321
Kepler-374 c,3.282807,19.60918888939752,42.37050000005299,11912.4,2454964.89972
Kepler-395 b,7.054346,19.56741111112965,45.13658888896306,6872.402880000001,2454969.19136
Kepler-80 e,4.645387,19.74083888901605,39.9787805557251,7160.400000000001,2454967.58736
Kepler-83 d,5.169796,18.81549999978807,43.66563055568271,7786.799999999999,2455005.631
Kepler-167 b,4.393147,19.51056111123827,38.34538888931274,8683.2,2455005.86732
Kepler-295 d,33.884054,19.02306111123827,45.36778055561913,19342.8,2454993.00625
Kepler-337 b,3.292781,19.33736944437027,47.16396111064487,17161.2,2454966.00966
Kepler-226 d,8.109044,19.49173888895247,47.88098888927036,13312.7712,2454965.80333
Kepler-386 b,12.31043,19.32393055544959,48.69385000016954,14180.4,2454974.86305
Kepler-363 c,7.542427,18.87946944448683,41.30538888878292,17640.0288,2454965.95422
Kepler-24 d,4.244384,19.36088055504693,38.34375,10601.9712,2454970.06411
Kepler-402 c,6.124821,19.22468055566152,43.35461111121707,12481.1712,2454967.936
Kepler-435 b,8.6001536,19.48582194434272,43.19722222222222,32408.64,2455010.64241
